Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
New Suite,Chrome 67.0.3396.99,,2018-07-05 14:43:02,2018-07-05 14:45:04,2m - 2.886s,ERROR
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC24_Validate Advance search through customer id,Chrome 67.0.3396.99,,2018-07-05 14:43:03,2018-07-05 14:44:43,1m - 40.378s,PASSED
openBrowser,Chrome 67.0.3396.99,,2018-07-05 14:43:04,2018-07-05 14:43:23,18.880s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-05 14:43:23,2018-07-05 14:43:27,4.205s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 14:43:27,2018-07-05 14:43:46,18.488s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 14:43:46,2018-07-05 14:43:47,0.706s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 14:43:47,2018-07-05 14:43:47,0.165s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:43:47,2018-07-05 14:43:53,6.159s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-05 14:43:53,2018-07-05 14:43:55,2.462s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:43:55,2018-07-05 14:43:57,1.198s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 14:43:57,2018-07-05 14:43:59,2.102s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:43:59,2018-07-05 14:43:59,0.753s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:44:00,2018-07-05 14:44:00,0.684s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 14:44:00,2018-07-05 14:44:22,22.070s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 14:44:22,2018-07-05 14:44:24,2.013s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 14:44:24,2018-07-05 14:44:25,0.339s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 14:44:25,2018-07-05 14:44:27,2.010s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:44:27,2018-07-05 14:44:27,0.638s,PASSED
getText,Chrome 67.0.3396.99,,2018-07-05 14:44:27,2018-07-05 14:44:30,2.226s,PASSED
comment,Chrome 67.0.3396.99,,2018-07-05 14:44:30,2018-07-05 14:44:30,0.024s,PASSED
Statement - Customer_Details = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.takeScreenshot(),Chrome 67.0.3396.99,,2018-07-05 14:44:30,2018-07-05 14:44:31,1.100s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-05 14:44:31,2018-07-05 14:44:31,0.269s,PASSED
refresh,Chrome 67.0.3396.99,,2018-07-05 14:44:31,2018-07-05 14:44:31,0.437s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 14:44:31,2018-07-05 14:44:43,12.012s,PASSED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC29_Validate Advance search through merchant phone number,Chrome 67.0.3396.99,,2018-07-05 14:44:43,2018-07-05 14:45:01,17.560s,ERROR
clearText,Chrome 67.0.3396.99,,2018-07-05 14:44:45,2018-07-05 14:44:47,2.035s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:44:47,2018-07-05 14:44:47,0.391s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 14:44:47,2018-07-05 14:44:52,5.008s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:44:52,2018-07-05 14:44:52,0.356s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 14:44:52,2018-07-05 14:44:54,2.025s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:44:54,2018-07-05 14:44:55,0.472s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 14:44:55,2018-07-05 14:44:56,1.044s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 14:44:56,2018-07-05 14:45:01,5.012s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 14:45:01,2018-07-05 14:45:01,0.064s,PASSED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC30_Validate Advance search through Source Institution ID,Chrome 67.0.3396.99,,2018-07-05 14:45:01,2018-07-05 14:45:03,1.841s,FAILED
clearText,Chrome 67.0.3396.99,,2018-07-05 14:45:02,2018-07-05 14:45:02,0.256s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:45:02,2018-07-05 14:45:03,0.913s,FAILED
