Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
New Suite,Chrome 67.0.3396.99,,2018-07-05 12:04:46,2018-07-05 12:06:18,1m - 32.119s,FAILED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC24_Validate Advance search through customer id,Chrome 67.0.3396.99,,2018-07-05 12:04:47,2018-07-05 12:05:55,1m - 8.422s,PASSED
openBrowser,Chrome 67.0.3396.99,,2018-07-05 12:04:48,2018-07-05 12:04:58,9.731s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-05 12:04:58,2018-07-05 12:05:09,10.997s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 12:05:09,2018-07-05 12:05:36,27.385s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 12:05:36,2018-07-05 12:05:37,0.569s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 12:05:37,2018-07-05 12:05:37,0.257s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:05:37,2018-07-05 12:05:39,1.607s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-05 12:05:39,2018-07-05 12:05:40,0.840s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:05:40,2018-07-05 12:05:41,1.049s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:05:41,2018-07-05 12:05:43,2.117s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:05:43,2018-07-05 12:05:43,0.474s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:05:43,2018-07-05 12:05:44,0.429s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 12:05:44,2018-07-05 12:05:45,0.950s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 12:05:45,2018-07-05 12:05:45,0.303s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:05:45,2018-07-05 12:05:45,0.478s,PASSED
getText,Chrome 67.0.3396.99,,2018-07-05 12:05:45,2018-07-05 12:05:47,1.754s,PASSED
comment,Chrome 67.0.3396.99,,2018-07-05 12:05:47,2018-07-05 12:05:47,0.024s,PASSED
Statement - Customer_Details = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.takeScreenshot(),Chrome 67.0.3396.99,,2018-07-05 12:05:47,2018-07-05 12:05:48,1.285s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-05 12:05:48,2018-07-05 12:05:49,0.376s,PASSED
refresh,Chrome 67.0.3396.99,,2018-07-05 12:05:49,2018-07-05 12:05:49,0.491s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:05:49,2018-07-05 12:05:55,6.005s,PASSED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC25_Validate Advance search through Merchant id,Chrome 67.0.3396.99,,2018-07-05 12:05:55,2018-07-05 12:06:16,21.102s,FAILED
click,Chrome 67.0.3396.99,,2018-07-05 12:05:56,2018-07-05 12:06:16,20.285s,FAILED
