Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
New Suite,Chrome 67.0.3396.99,,2018-07-05 17:45:49,2018-07-05 17:47:15,1m - 26.783s,ERROR
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC24_Validate Advance search through customer id,Chrome 67.0.3396.99,,2018-07-05 17:45:50,2018-07-05 17:46:54,1m - 4.576s,PASSED
openBrowser,Chrome 67.0.3396.99,,2018-07-05 17:45:52,2018-07-05 17:46:03,11.870s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-05 17:46:03,2018-07-05 17:46:07,3.328s,PASSED
maximizeWindow,Chrome 67.0.3396.99,,2018-07-05 17:46:07,2018-07-05 17:46:08,1.306s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 17:46:08,2018-07-05 17:46:25,16.605s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 17:46:25,2018-07-05 17:46:25,0.573s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 17:46:25,2018-07-05 17:46:25,0.240s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 17:46:25,2018-07-05 17:46:27,1.179s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-05 17:46:27,2018-07-05 17:46:27,0.625s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 17:46:27,2018-07-05 17:46:28,0.476s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 17:46:28,2018-07-05 17:46:30,2.082s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 17:46:30,2018-07-05 17:46:30,0.557s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 17:46:30,2018-07-05 17:46:31,0.510s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 17:46:31,2018-07-05 17:46:35,3.768s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 17:46:35,2018-07-05 17:46:37,2.014s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 17:46:37,2018-07-05 17:46:37,0.229s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 17:46:37,2018-07-05 17:46:39,2.011s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 17:46:39,2018-07-05 17:46:39,0.422s,PASSED
getText,Chrome 67.0.3396.99,,2018-07-05 17:46:39,2018-07-05 17:46:41,1.721s,PASSED
comment,Chrome 67.0.3396.99,,2018-07-05 17:46:41,2018-07-05 17:46:41,0.031s,PASSED
Statement - Customer_Details = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.takeScreenshot(),Chrome 67.0.3396.99,,2018-07-05 17:46:41,2018-07-05 17:46:42,0.548s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-05 17:46:42,2018-07-05 17:46:42,0.211s,PASSED
refresh,Chrome 67.0.3396.99,,2018-07-05 17:46:42,2018-07-05 17:46:42,0.436s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 17:46:42,2018-07-05 17:46:54,12.015s,PASSED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC35_Validate Advance search through Sender pan or Card pan,Chrome 67.0.3396.99,,2018-07-05 17:46:54,2018-07-05 17:47:14,19.585s,ERROR
clearText,Chrome 67.0.3396.99,,2018-07-05 17:46:55,2018-07-05 17:47:06,10.478s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 17:47:06,2018-07-05 17:47:06,0.418s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 17:47:06,2018-07-05 17:47:08,2.013s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 17:47:08,2018-07-05 17:47:09,0.346s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 17:47:09,2018-07-05 17:47:11,2.073s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 17:47:11,2018-07-05 17:47:11,0.287s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 17:47:11,2018-07-05 17:47:12,0.789s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 17:47:12,2018-07-05 17:47:14,2.009s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 17:47:14,2018-07-05 17:47:14,0.022s,PASSED
