Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
New Suite,Chrome 67.0.3396.99,,2018-07-05 16:56:49,2018-07-05 17:03:18,6m - 28.671s,FAILED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC24_Validate Advance search through customer id,Chrome 67.0.3396.99,,2018-07-05 16:56:51,2018-07-05 16:58:27,1m - 36.417s,PASSED
openBrowser,Chrome 67.0.3396.99,,2018-07-05 16:56:52,2018-07-05 16:57:10,18.352s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-05 16:57:10,2018-07-05 16:57:14,3.502s,PASSED
maximizeWindow,Chrome 67.0.3396.99,,2018-07-05 16:57:14,2018-07-05 16:57:15,1.259s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 16:57:15,2018-07-05 16:57:35,19.749s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 16:57:35,2018-07-05 16:57:35,0.484s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 16:57:35,2018-07-05 16:57:35,0.190s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 16:57:35,2018-07-05 16:57:37,1.159s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-05 16:57:37,2018-07-05 16:57:37,0.598s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 16:57:37,2018-07-05 16:57:38,0.451s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 16:57:38,2018-07-05 16:57:40,2.085s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 16:57:40,2018-07-05 16:57:40,0.373s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 16:57:40,2018-07-05 16:57:41,0.375s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 16:57:41,2018-07-05 16:58:06,25.883s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 16:58:06,2018-07-05 16:58:08,2.028s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 16:58:08,2018-07-05 16:58:09,0.230s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 16:58:09,2018-07-05 16:58:11,2.017s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 16:58:11,2018-07-05 16:58:11,0.507s,PASSED
getText,Chrome 67.0.3396.99,,2018-07-05 16:58:11,2018-07-05 16:58:13,1.746s,PASSED
comment,Chrome 67.0.3396.99,,2018-07-05 16:58:13,2018-07-05 16:58:13,0.046s,PASSED
