Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
New Suite,Chrome 67.0.3396.99,,2018-07-05 12:45:15,2018-07-05 12:47:00,1m - 44.833s,FAILED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC24_Validate Advance search through customer id,Chrome 67.0.3396.99,,2018-07-05 12:45:16,2018-07-05 12:46:18,1m - 2.373s,PASSED
openBrowser,Chrome 67.0.3396.99,,2018-07-05 12:45:17,2018-07-05 12:45:26,9.211s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-05 12:45:26,2018-07-05 12:45:29,2.941s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 12:45:29,2018-07-05 12:45:51,22.061s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 12:45:51,2018-07-05 12:45:52,0.474s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 12:45:52,2018-07-05 12:45:52,0.185s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:45:52,2018-07-05 12:45:53,1.035s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-05 12:45:53,2018-07-05 12:45:54,0.420s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:45:54,2018-07-05 12:45:54,0.372s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:45:54,2018-07-05 12:45:56,2.103s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:45:56,2018-07-05 12:45:56,0.438s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:45:56,2018-07-05 12:45:57,0.347s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 12:45:57,2018-07-05 12:45:58,0.770s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:45:58,2018-07-05 12:46:00,2.051s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 12:46:00,2018-07-05 12:46:00,0.246s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:46:00,2018-07-05 12:46:02,2.046s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:46:02,2018-07-05 12:46:02,0.374s,PASSED
getText,Chrome 67.0.3396.99,,2018-07-05 12:46:02,2018-07-05 12:46:04,1.778s,PASSED
comment,Chrome 67.0.3396.99,,2018-07-05 12:46:04,2018-07-05 12:46:04,0.014s,PASSED
Statement - Customer_Details = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.takeScreenshot(),Chrome 67.0.3396.99,,2018-07-05 12:46:04,2018-07-05 12:46:05,1.261s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-05 12:46:05,2018-07-05 12:46:06,0.245s,PASSED
refresh,Chrome 67.0.3396.99,,2018-07-05 12:46:06,2018-07-05 12:46:06,0.568s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:46:06,2018-07-05 12:46:18,12.007s,PASSED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC25_Validate Advance search through Merchant id,Chrome 67.0.3396.99,,2018-07-05 12:46:18,2018-07-05 12:46:53,34.604s,FAILED
clearText,Chrome 67.0.3396.99,,2018-07-05 12:46:19,2018-07-05 12:46:25,5.474s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:46:25,2018-07-05 12:46:25,0.390s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:46:25,2018-07-05 12:46:30,5.004s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:46:30,2018-07-05 12:46:30,0.333s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:46:30,2018-07-05 12:46:32,2.010s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:46:32,2018-07-05 12:46:33,0.634s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 12:46:33,2018-07-05 12:46:34,1.052s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:46:34,2018-07-05 12:46:36,2.021s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 12:46:36,2018-07-05 12:46:36,0.211s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:46:36,2018-07-05 12:46:41,5.008s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:46:41,2018-07-05 12:46:53,11.451s,FAILED
