Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
New Suite,Chrome 67.0.3396.99,,2018-07-05 13:20:56,2018-07-05 13:22:27,1m - 30.925s,FAILED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC24_Validate Advance search through customer id,Chrome 67.0.3396.99,,2018-07-05 13:20:57,2018-07-05 13:22:00,1m - 3.169s,PASSED
openBrowser,Chrome 67.0.3396.99,,2018-07-05 13:20:58,2018-07-05 13:21:07,8.777s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-05 13:21:07,2018-07-05 13:21:11,3.490s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 13:21:11,2018-07-05 13:21:30,19.742s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 13:21:30,2018-07-05 13:21:31,0.417s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 13:21:31,2018-07-05 13:21:31,0.239s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 13:21:31,2018-07-05 13:21:32,1.031s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-05 13:21:32,2018-07-05 13:21:33,0.453s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 13:21:33,2018-07-05 13:21:33,0.412s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 13:21:33,2018-07-05 13:21:35,2.086s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 13:21:35,2018-07-05 13:21:35,0.371s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 13:21:35,2018-07-05 13:21:36,0.392s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 13:21:36,2018-07-05 13:21:39,3.025s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 13:21:39,2018-07-05 13:21:41,2.042s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 13:21:41,2018-07-05 13:21:41,0.247s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 13:21:41,2018-07-05 13:21:43,2.017s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 13:21:43,2018-07-05 13:21:44,0.421s,PASSED
getText,Chrome 67.0.3396.99,,2018-07-05 13:21:44,2018-07-05 13:21:46,2.117s,PASSED
comment,Chrome 67.0.3396.99,,2018-07-05 13:21:46,2018-07-05 13:21:46,0.028s,PASSED
Statement - Customer_Details = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.takeScreenshot(),Chrome 67.0.3396.99,,2018-07-05 13:21:46,2018-07-05 13:21:48,1.937s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-05 13:21:48,2018-07-05 13:21:48,0.176s,PASSED
refresh,Chrome 67.0.3396.99,,2018-07-05 13:21:48,2018-07-05 13:21:48,0.382s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 13:21:48,2018-07-05 13:22:00,12.009s,PASSED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC27_Validate Advance search through Agent Id,Chrome 67.0.3396.99,,2018-07-05 13:22:00,2018-07-05 13:22:25,24.969s,FAILED
clearText,Chrome 67.0.3396.99,,2018-07-05 13:22:01,2018-07-05 13:22:05,3.973s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 13:22:05,2018-07-05 13:22:06,0.290s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 13:22:06,2018-07-05 13:22:11,5.032s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 13:22:11,2018-07-05 13:22:11,0.374s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 13:22:11,2018-07-05 13:22:13,2.009s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 13:22:13,2018-07-05 13:22:13,0.402s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 13:22:13,2018-07-05 13:22:14,0.903s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 13:22:14,2018-07-05 13:22:19,5.017s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 13:22:19,2018-07-05 13:22:20,0.140s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 13:22:20,2018-07-05 13:22:25,5.010s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 13:22:25,2018-07-05 13:22:25,0.790s,FAILED
