Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
New Suite,Chrome 67.0.3396.99,,2018-07-05 12:51:37,2018-07-05 12:53:18,1m - 41.048s,PASSED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC24_Validate Advance search through customer id,Chrome 67.0.3396.99,,2018-07-05 12:51:38,2018-07-05 12:52:43,1m - 4.690s,PASSED
openBrowser,Chrome 67.0.3396.99,,2018-07-05 12:51:39,2018-07-05 12:51:51,11.248s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-05 12:51:51,2018-07-05 12:51:55,4.563s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 12:51:55,2018-07-05 12:52:13,17.991s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 12:52:13,2018-07-05 12:52:14,0.490s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 12:52:14,2018-07-05 12:52:14,0.225s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:52:14,2018-07-05 12:52:15,0.959s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-05 12:52:15,2018-07-05 12:52:15,0.449s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:52:15,2018-07-05 12:52:16,0.372s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:52:16,2018-07-05 12:52:18,2.097s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:52:18,2018-07-05 12:52:18,0.467s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:52:18,2018-07-05 12:52:19,0.433s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 12:52:19,2018-07-05 12:52:23,4.149s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:52:23,2018-07-05 12:52:25,2.039s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 12:52:25,2018-07-05 12:52:25,0.276s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:52:25,2018-07-05 12:52:27,2.042s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:52:27,2018-07-05 12:52:28,0.477s,PASSED
getText,Chrome 67.0.3396.99,,2018-07-05 12:52:28,2018-07-05 12:52:29,1.659s,PASSED
comment,Chrome 67.0.3396.99,,2018-07-05 12:52:29,2018-07-05 12:52:29,0.038s,PASSED
Statement - Customer_Details = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.takeScreenshot(),Chrome 67.0.3396.99,,2018-07-05 12:52:29,2018-07-05 12:52:30,0.588s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-05 12:52:30,2018-07-05 12:52:30,0.234s,PASSED
refresh,Chrome 67.0.3396.99,,2018-07-05 12:52:30,2018-07-05 12:52:31,0.451s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:52:31,2018-07-05 12:52:43,12.013s,PASSED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC25_Validate Advance search through Merchant id,Chrome 67.0.3396.99,,2018-07-05 12:52:43,2018-07-05 12:53:16,33.169s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-05 12:52:44,2018-07-05 12:52:47,3.509s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:52:47,2018-07-05 12:52:48,0.406s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:52:48,2018-07-05 12:52:53,5.025s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:52:53,2018-07-05 12:52:53,0.416s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:52:53,2018-07-05 12:52:55,2.007s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:52:55,2018-07-05 12:52:56,0.425s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 12:52:56,2018-07-05 12:52:57,1.215s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:52:57,2018-07-05 12:53:02,5.005s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 12:53:02,2018-07-05 12:53:02,0.231s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:53:02,2018-07-05 12:53:07,5.022s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:53:07,2018-07-05 12:53:07,0.389s,PASSED
getText,Chrome 67.0.3396.99,,2018-07-05 12:53:07,2018-07-05 12:53:09,1.420s,PASSED
comment,Chrome 67.0.3396.99,,2018-07-05 12:53:09,2018-07-05 12:53:09,0.000s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-05 12:53:09,2018-07-05 12:53:09,0.143s,PASSED
Statement - Merchant_Details = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.takeScreenshot(),Chrome 67.0.3396.99,,2018-07-05 12:53:09,2018-07-05 12:53:10,0.504s,PASSED
refresh,Chrome 67.0.3396.99,,2018-07-05 12:53:10,2018-07-05 12:53:10,0.417s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:53:10,2018-07-05 12:53:16,6.012s,PASSED
