Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
New Suite,Chrome 67.0.3396.99,,2018-07-05 14:08:21,2018-07-05 14:10:28,2m - 6.208s,FAILED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC24_Validate Advance search through customer id,Chrome 67.0.3396.99,,2018-07-05 14:08:22,2018-07-05 14:09:27,1m - 4.725s,PASSED
openBrowser,Chrome 67.0.3396.99,,2018-07-05 14:08:24,2018-07-05 14:08:32,7.959s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-05 14:08:32,2018-07-05 14:08:36,4.231s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 14:08:36,2018-07-05 14:08:51,15.006s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 14:08:51,2018-07-05 14:08:51,0.468s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 14:08:51,2018-07-05 14:08:51,0.186s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:08:51,2018-07-05 14:08:52,0.875s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-05 14:08:52,2018-07-05 14:08:53,0.422s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:08:53,2018-07-05 14:08:53,0.443s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 14:08:53,2018-07-05 14:08:55,2.089s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:08:55,2018-07-05 14:08:56,0.371s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:08:56,2018-07-05 14:08:56,0.327s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 14:08:56,2018-07-05 14:08:59,3.229s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 14:08:59,2018-07-05 14:09:01,2.044s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 14:09:01,2018-07-05 14:09:01,0.241s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 14:09:01,2018-07-05 14:09:03,2.007s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:09:04,2018-07-05 14:09:04,0.478s,PASSED
getText,Chrome 67.0.3396.99,,2018-07-05 14:09:04,2018-07-05 14:09:06,1.781s,PASSED
comment,Chrome 67.0.3396.99,,2018-07-05 14:09:06,2018-07-05 14:09:06,0.054s,PASSED
Statement - Customer_Details = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.takeScreenshot(),Chrome 67.0.3396.99,,2018-07-05 14:09:06,2018-07-05 14:09:06,0.557s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-05 14:09:06,2018-07-05 14:09:07,0.222s,PASSED
refresh,Chrome 67.0.3396.99,,2018-07-05 14:09:07,2018-07-05 14:09:07,0.411s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 14:09:07,2018-07-05 14:09:27,20.013s,PASSED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC27_Validate Advance search through Agent Id,Chrome 67.0.3396.99,,2018-07-05 14:09:27,2018-07-05 14:10:11,44.152s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-05 14:09:28,2018-07-05 14:09:28,0.320s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:09:28,2018-07-05 14:09:29,0.343s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 14:09:29,2018-07-05 14:09:34,5.027s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:09:34,2018-07-05 14:09:34,0.380s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 14:09:34,2018-07-05 14:09:36,2.009s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:09:36,2018-07-05 14:09:36,0.336s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 14:09:36,2018-07-05 14:09:37,0.842s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 14:09:37,2018-07-05 14:09:52,15.006s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 14:09:52,2018-07-05 14:09:52,0.233s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 14:09:52,2018-07-05 14:10:02,10.027s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:10:02,2018-07-05 14:10:03,0.333s,PASSED
getText,Chrome 67.0.3396.99,,2018-07-05 14:10:03,2018-07-05 14:10:04,1.662s,PASSED
comment,Chrome 67.0.3396.99,,2018-07-05 14:10:05,2018-07-05 14:10:05,0.000s,PASSED
Statement - Agent_Details = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.takeScreenshot(),Chrome 67.0.3396.99,,2018-07-05 14:10:05,2018-07-05 14:10:05,0.447s,PASSED
refresh,Chrome 67.0.3396.99,,2018-07-05 14:10:05,2018-07-05 14:10:05,0.275s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 14:10:05,2018-07-05 14:10:11,6.008s,PASSED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC28_Validate Advance search through customer phone number,Chrome 67.0.3396.99,,2018-07-05 14:10:11,2018-07-05 14:10:26,14.579s,FAILED
clearText,Chrome 67.0.3396.99,,2018-07-05 14:10:12,2018-07-05 14:10:17,4.837s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:10:17,2018-07-05 14:10:17,0.308s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 14:10:17,2018-07-05 14:10:19,2.006s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:10:19,2018-07-05 14:10:19,0.283s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:10:19,2018-07-05 14:10:20,0.324s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 14:10:20,2018-07-05 14:10:21,1.059s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 14:10:21,2018-07-05 14:10:23,2.024s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 14:10:23,2018-07-05 14:10:23,0.148s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 14:10:23,2018-07-05 14:10:25,2.009s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 14:10:25,2018-07-05 14:10:26,0.728s,FAILED
