Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
New Suite,Chrome 67.0.3396.99,,2018-07-05 12:30:52,2018-07-05 12:31:46,54.406s,FAILED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC24_Validate Advance search through customer id,Chrome 67.0.3396.99,,2018-07-05 12:30:53,2018-07-05 12:31:43,49.488s,FAILED
openBrowser,Chrome 67.0.3396.99,,2018-07-05 12:30:54,2018-07-05 12:31:04,9.477s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-05 12:31:04,2018-07-05 12:31:06,2.597s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 12:31:06,2018-07-05 12:31:33,26.411s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 12:31:33,2018-07-05 12:31:33,0.461s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 12:31:33,2018-07-05 12:31:34,0.245s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:31:34,2018-07-05 12:31:35,1.012s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-05 12:31:35,2018-07-05 12:31:35,0.439s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:31:35,2018-07-05 12:31:36,0.447s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:31:36,2018-07-05 12:31:38,2.107s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:31:38,2018-07-05 12:31:38,0.363s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:31:38,2018-07-05 12:31:39,0.710s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 12:31:39,2018-07-05 12:31:40,0.821s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 12:31:40,2018-07-05 12:31:40,0.164s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:31:40,2018-07-05 12:31:42,2.037s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:31:42,2018-07-05 12:31:43,0.787s,FAILED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC25_Validate Advance search through Merchant id,Chrome 67.0.3396.99,,2018-07-05 12:31:43,2018-07-05 12:31:44,1.683s,FAILED
clearText,Chrome 67.0.3396.99,,2018-07-05 12:31:43,2018-07-05 12:31:44,0.254s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:31:44,2018-07-05 12:31:44,0.713s,FAILED
