Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
New Suite,Chrome 67.0.3396.99,,2018-07-05 12:23:00,2018-07-05 12:24:22,1m - 21.681s,FAILED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC24_Validate Advance search through customer id,Chrome 67.0.3396.99,,2018-07-05 12:23:01,2018-07-05 12:23:53,51.535s,PASSED
openBrowser,Chrome 67.0.3396.99,,2018-07-05 12:23:02,2018-07-05 12:23:11,8.965s,PASSED
navigateToUrl,Chrome 67.0.3396.99,,2018-07-05 12:23:11,2018-07-05 12:23:16,4.644s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 12:23:16,2018-07-05 12:23:29,12.822s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 12:23:29,2018-07-05 12:23:29,0.466s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 12:23:29,2018-07-05 12:23:29,0.209s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:23:29,2018-07-05 12:23:30,0.984s,PASSED
clearText,Chrome 67.0.3396.99,,2018-07-05 12:23:30,2018-07-05 12:23:31,0.420s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:23:31,2018-07-05 12:23:31,0.377s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:23:31,2018-07-05 12:23:33,2.098s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:23:33,2018-07-05 12:23:34,0.349s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:23:34,2018-07-05 12:23:34,0.441s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 12:23:34,2018-07-05 12:23:35,0.831s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 12:23:35,2018-07-05 12:23:35,0.325s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:23:35,2018-07-05 12:23:37,2.018s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:23:37,2018-07-05 12:23:38,0.386s,PASSED
getText,Chrome 67.0.3396.99,,2018-07-05 12:23:38,2018-07-05 12:23:39,1.666s,PASSED
comment,Chrome 67.0.3396.99,,2018-07-05 12:23:39,2018-07-05 12:23:39,0.031s,PASSED
Statement - Customer_Details = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.takeScreenshot(),Chrome 67.0.3396.99,,2018-07-05 12:23:39,2018-07-05 12:23:40,0.611s,PASSED
verifyElementText,Chrome 67.0.3396.99,,2018-07-05 12:23:40,2018-07-05 12:23:40,0.194s,PASSED
refresh,Chrome 67.0.3396.99,,2018-07-05 12:23:40,2018-07-05 12:23:41,0.498s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:23:41,2018-07-05 12:23:53,12.009s,PASSED
,,,,,,
Test Cases/Alert Manager Test Cases/Alert Manager_Search Screen/TC25_Validate Advance search through Merchant id,Chrome 67.0.3396.99,,2018-07-05 12:23:53,2018-07-05 12:24:20,27.211s,FAILED
clearText,Chrome 67.0.3396.99,,2018-07-05 12:23:54,2018-07-05 12:24:06,12.700s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:24:07,2018-07-05 12:24:07,0.507s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:24:07,2018-07-05 12:24:12,5.011s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:24:12,2018-07-05 12:24:12,0.407s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:24:12,2018-07-05 12:24:14,2.008s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:24:15,2018-07-05 12:24:15,0.364s,PASSED
setText,Chrome 67.0.3396.99,,2018-07-05 12:24:15,2018-07-05 12:24:16,1.030s,PASSED
sendKeys,Chrome 67.0.3396.99,,2018-07-05 12:24:16,2018-07-05 12:24:16,0.138s,PASSED
delay,Chrome 67.0.3396.99,,2018-07-05 12:24:16,2018-07-05 12:24:19,3.010s,PASSED
click,Chrome 67.0.3396.99,,2018-07-05 12:24:19,2018-07-05 12:24:20,0.866s,FAILED
